architecture,combination,acceleration,fuel_cons_NEDC,category,engine,motors,fuel_cons_HWFET,fuel_cons_US06,fuel_cons_WLTC,cost,availability,weight
acceleration_e17202_a1_0,i1m96_33_33,5.144505921396162,3.4366276739723425,Series - 4WD,"1.5 l, 3 cylinders","96kW, 33kW, 33kW",3.5898464070505898,5.074274241345357,3.067388664244753,59950.0,0.998771,1985.0
acceleration_e17202_a1_0,i1m50_96_96,3.597706638223834,3.497165409289465,Series - 4WD,"1.5 l, 3 cylinders","50kW, 96kW, 96kW",3.637295143029289,5.137415238516536,3.10804047390258,63750.0,0.998771,2191.0
acceleration_e17202_a1_0,i1m50_96_50,4.358282082435129,3.4623311325951143,Series - 4WD,"1.5 l, 3 cylinders","50kW, 96kW, 50kW",3.610008746033341,5.10110682636465,3.089620884381368,60750.0,0.998771,2101.0
acceleration_e17202_a1_0,i1m50_96_33,4.847029319766385,3.4494704233909084,Series - 4WD,"1.5 l, 3 cylinders","50kW, 96kW, 33kW",3.5999271731729845,5.087690103514484,3.0788356218044197,60350.0,0.998771,2043.0
acceleration_e17202_a1_0,i1m50_50_96,4.1096091711916385,3.4623311325951134,Series - 4WD,"1.5 l, 3 cylinders","50kW, 50kW, 96kW",3.610008746033341,5.101106826364648,3.089620884381364,60750.0,0.998771,2101.0
acceleration_e17202_a1_0,i1m50_50_50,5.234133528634885,3.4276129996847624,Series - 4WD,"1.5 l, 3 cylinders","50kW, 50kW, 50kW",3.5827323300090983,5.064804556578522,3.0591789516401326,57750.0,0.998771,2011.0
acceleration_e17202_a1_0,i1m50_50_33,5.969689141954111,3.414847976092535,Series - 4WD,"1.5 l, 3 cylinders","50kW, 50kW, 33kW",3.572656185744705,5.0513900502824765,3.0489915576976294,57350.0,0.998771,1953.0
acceleration_e17202_a1_0,i1m50_33_96,4.419259765221748,3.4494704233909097,Series - 4WD,"1.5 l, 3 cylinders","50kW, 33kW, 96kW",3.59992717317212,5.0876901035144835,3.0788356218044197,60350.0,0.998771,2043.0
acceleration_e17202_a1_0,i1m50_33_50,5.8151938975235735,3.41484797609254,Series - 4WD,"1.5 l, 3 cylinders","50kW, 33kW, 50kW",3.5726561857447043,5.051390050282472,3.0489915576976294,57350.0,0.998771,1953.0
acceleration_e17202_a1_0,i1m50_33_33,6.7575924291973495,3.4020898463526232,Series - 4WD,"1.5 l, 3 cylinders","50kW, 33kW, 33kW",3.5625821507603455,5.037976314071507,3.0324221118093284,56950.0,0.998771,1895.0
